Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Kelci Walkden,Australia,Almond Choco,5/30/2022,4879.00,350,High,Other,6044.751336
Ches Bonnell,USA,Milk Bars,7/21/2022,2408.00,157,High,Other,6044.751336
Jan Morforth,UK,Caramel Stuffed Bars,8/2/2022,3094.00,468,High,Other,6047.35346
Brien Boise,New Zealand,70% Dark Bites,6/15/2022,7231.00,130,High,Other,6047.35346
Oby Sorrel,India,85% Dark Bars,7/5/2022,8981.00,130,High,Other,6047.35346
Kaine Padly,New Zealand,Smooth Sliky Salty,4/12/2022,7.00,518,Low,Other,6047.35346
Gigi Bohling,Australia,70% Dark Bites,8/18/2022,1372.00,105,High,Other,6047.35346
Jan Morforth,UK,50% Dark Bites,1/12/2022,5250.00,293,High,Other,6047.35346
Gunar Cockshoot,Canada,White Choc,8/11/2022,7560.00,15,High,Other,6057.812864
Jehu Rudeforth,Australia,Spicy Special Slims,1/13/2022,5012.00,384,High,Other,6057.812864
Husein Augar,UK,Baker's Choco Chips,4/29/2022,3038.00,135,High,Other,6057.812864
Rafaelita Blaksland,New Zealand,After Nines,7/7/2022,1099.00,92,High,Other,6060.157735
Madelene Upcott,New Zealand,Mint Chip Choco,3/11/2022,7413.00,4,High,Other,6060.157735
Madelene Upcott,UK,70% Dark Bites,2/16/2022,5397.00,239,High,Other,6060.157735
Barr Faughny,Australia,Organic Choco Syrup,1/7/2022,2303.00,33,High,Other,6060.157735
Beverie Moffet,New Zealand,Drinking Coco,1/12/2022,1141.00,518,High,Other,6060.157735
Beverie Moffet,India,Eclairs,6/9/2022,10325.00,147,High,Other,6068.600787
Andria Kimpton,India,Eclairs,5/16/2022,2149.00,84,High,Other,6068.600787
Gigi Bohling,UK,85% Dark Bars,6/23/2022,12362.00,94,High,Other,6068.600787
Roddy Speechley,UK,Raspberry Choco,1/28/2022,12635.00,194,High,Other,6068.600787
Dotty Strutley,UK,Mint Chip Choco,7/14/2022,2443.00,216,High,Other,6068.600787
Barr Faughny,Canada,Drinking Coco,4/18/2022,6237.00,247,High,Other,6068.600787
Oby Sorrel,USA,Milk Bars,6/14/2022,1736.00,79,High,Other,6068.600787
Oby Sorrel,UK,Orange Choco,4/15/2022,7315.00,237,High,Other,6068.600787
Curtice Advani,Canada,Peanut Butter Cubes,5/19/2022,4935.00,63,High,Other,6068.600787
Gigi Bohling,India,White Choc,4/13/2022,1393.00,172,High,Other,6068.600787
Husein Augar,Canada,Choco Coated Almonds,8/15/2022,3381.00,408,High,Other,6068.600787
Wilone O'Kielt,India,Choco Coated Almonds,8/22/2022,2933.00,233,High,Other,6068.600787
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4/22/2022,3836.00,59,High,Other,6068.600787
Kaine Padly,UK,Choco Coated Almonds,8/3/2022,8022.00,123,High,Other,6068.600787
Dennison Crosswaite,New Zealand,Organic Choco Syrup,1/4/2022,371.00,229,Low,Other,6068.600787
Kelci Walkden,Canada,After Nines,1/13/2022,16702.00,198,High,Other,6068.600787
Van Tuxwell,Australia,Baker's Choco Chips,5/11/2022,13258.00,32,High,Other,6068.600787
Husein Augar,New Zealand,Peanut Butter Cubes,2/16/2022,2058.00,236,High,Other,6068.600787
Kaine Padly,UK,Caramel Stuffed Bars,5/20/2022,10192.00,67,High,Other,6052.408446
Jehu Rudeforth,UK,Drinking Coco,2/3/2022,7140.00,438,High,Other,6052.408446
Beverie Moffet,India,Manuka Honey Choco,5/6/2022,9835.00,167,High,Other,6052.408446
Gunar Cockshoot,UK,Choco Coated Almonds,6/30/2022,5775.00,135,High,Other,6052.408446
Gunar Cockshoot,UK,Smooth Sliky Salty,3/22/2022,749.00,148,Medium,Other,6052.408446
Camilla Castle,Canada,Orange Choco,2/17/2022,7770.00,54,High,Other,6052.408446
Jehu Rudeforth,UK,85% Dark Bars,7/7/2022,5502.00,64,High,Other,6052.408446
Oby Sorrel,UK,70% Dark Bites,3/16/2022,6223.00,181,High,Other,6052.408446
Kelci Walkden,UK,99% Dark & Pure,8/12/2022,3507.00,114,High,Other,6052.408446
Gigi Bohling,New Zealand,After Nines,1/21/2022,5600.00,181,High,Other,6052.408446
Oby Sorrel,Australia,50% Dark Bites,5/6/2022,721.00,151,Medium,Other,6052.408446
Oby Sorrel,Canada,50% Dark Bites,6/24/2022,6615.00,137,High,Other,6052.408446
Barr Faughny,USA,White Choc,5/5/2022,7420.00,163,High,Other,6064.443228
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3/25/2022,3164.00,84,High,Other,6064.443228
Curtice Advani,Australia,Caramel Stuffed Bars,2/14/2022,9114.00,140,High,Other,6064.443228
Curtice Advani,New Zealand,85% Dark Bars,5/12/2022,5404.00,187,High,Other,6064.443228
Barr Faughny,New Zealand,Smooth Sliky Salty,1/25/2022,3990.00,169,High,Other,6057.543778
Ches Bonnell,UK,85% Dark Bars,6/28/2022,14924.00,12,High,Other,6057.543778
Dennison Crosswaite,Australia,Drinking Coco,7/13/2022,7091.00,194,High,Other,6057.543778
Roddy Speechley,USA,Milk Bars,5/16/2022,2807.00,252,High,Other,6057.543778
Jan Morforth,India,After Nines,3/14/2022,6496.00,168,High,Other,6055.20034
Gunar Cockshoot,USA,After Nines,8/15/2022,3738.00,261,High,Other,6055.20034
Ches Bonnell,India,Orange Choco,2/16/2022,1190.00,256,High,Other,6055.20034
Mallorie Waber,UK,Manuka Honey Choco,6/15/2022,8379.00,43,High,Other,6055.20034
Barr Faughny,Australia,Raspberry Choco,5/27/2022,9268.00,100,High,Other,6055.20034
Wilone O'Kielt,USA,Drinking Coco,6/14/2022,1029.00,98,High,Other,6055.20034
Wilone O'Kielt,India,Eclairs,2/25/2022,3549.00,76,High,Other,6047.898523
Wilone O'Kielt,India,After Nines,8/4/2022,12026.00,262,High,Other,6047.898523
Kelci Walkden,India,99% Dark & Pure,6/28/2022,2303.00,244,High,Other,6047.898523
Gunar Cockshoot,Canada,Spicy Special Slims,4/5/2022,13405.00,12,High,Other,6047.898523
Madelene Upcott,Canada,Peanut Butter Cubes,7/5/2022,14763.00,113,High,Other,6047.898523
Kaine Padly,New Zealand,Eclairs,1/20/2022,12894.00,48,High,Other,6047.898523
Ches Bonnell,New Zealand,Drinking Coco,2/16/2022,8302.00,131,High,Other,6047.898523
Curtice Advani,UK,Drinking Coco,7/12/2022,455.00,174,Low,Other,6047.898523
Kelci Walkden,India,Raspberry Choco,6/16/2022,8183.00,254,High,Other,6047.898523
Dotty Strutley,Australia,Choco Coated Almonds,4/13/2022,1645.00,284,High,Other,6047.898523
Kaine Padly,UK,50% Dark Bites,2/21/2022,3143.00,67,High,Other,6047.898523
Roddy Speechley,Canada,Choco Coated Almonds,5/11/2022,5873.00,249,High,Other,6057.927904
Ches Bonnell,India,50% Dark Bites,4/15/2022,11298.00,313,High,Other,6057.927904
Oby Sorrel,Canada,Peanut Butter Cubes,6/7/2022,12425.00,167,High,Other,6057.927904
Oby Sorrel,UK,White Choc,6/27/2022,1715.00,286,High,Other,6057.927904
Barr Faughny,India,After Nines,7/29/2022,8190.00,109,High,Other,6057.927904
Wilone O'Kielt,Canada,Smooth Sliky Salty,6/2/2022,4991.00,166,High,Other,6057.927904
Rafaelita Blaksland,India,Mint Chip Choco,1/26/2022,15491.00,85,High,Other,6057.927904
Rafaelita Blaksland,Canada,99% Dark & Pure,3/2/2022,5096.00,142,High,Other,6057.927904
Van Tuxwell,Australia,70% Dark Bites,1/10/2022,7063.00,104,High,Other,6057.927904
Beverie Moffet,USA,70% Dark Bites,6/27/2022,2275.00,115,High,Other,6057.927904
Barr Faughny,Canada,Orange Choco,6/30/2022,7602.00,18,High,Other,6055.633219
Roddy Speechley,Australia,85% Dark Bars,7/8/2022,4200.00,80,High,Other,6055.633219
Oby Sorrel,India,Spicy Special Slims,6/8/2022,11137.00,88,High,Other,6055.633219
Jan Morforth,UK,Manuka Honey Choco,8/18/2022,3388.00,212,High,Other,6059.879519
Kaine Padly,Australia,After Nines,4/8/2022,6832.00,306,High,Other,6059.879519
Wilone O'Kielt,Canada,Fruit & Nut Bars,8/8/2022,3437.00,181,High,Other,6059.879519
Wilone O'Kielt,UK,Milk Bars,8/26/2022,301.00,65,Low,Other,6058.108601
Oby Sorrel,Canada,Fruit & Nut Bars,1/14/2022,1869.00,158,High,Other,6058.108601
Dennison Crosswaite,USA,Baker's Choco Chips,8/11/2022,17465.00,271,High,Other,6058.108601
Madelene Upcott,USA,Almond Choco,5/31/2022,10143.00,24,High,Other,6058.108601
Van Tuxwell,New Zealand,50% Dark Bites,7/11/2022,3626.00,10,High,Other,6058.108601
Karlen McCaffrey,Canada,Caramel Stuffed Bars,3/2/2022,3346.00,304,High,Other,6058.108601
Madelene Upcott,Australia,Raspberry Choco,7/13/2022,6321.00,88,High,Other,6058.108601
Rafaelita Blaksland,UK,Spicy Special Slims,8/3/2022,9345.00,133,High,Other,6058.108601
Curtice Advani,UK,Peanut Butter Cubes,3/1/2022,15008.00,165,High,Other,6057.504253
Kelci Walkden,New Zealand,White Choc,4/13/2022,7609.00,150,High,Other,6057.504253
Beverie Moffet,Canada,Fruit & Nut Bars,2/14/2022,10332.00,180,High,Other,6057.504253
Mallorie Waber,India,White Choc,7/26/2022,819.00,213,High,Other,6057.504253
Brien Boise,UK,Drinking Coco,1/27/2022,5754.00,133,High,Other,6057.504253
Jehu Rudeforth,India,Peanut Butter Cubes,4/14/2022,28.00,446,Low,Other,6057.504253
Oby Sorrel,USA,Almond Choco,5/19/2022,6440.00,141,High,Other,6057.504253
Husein Augar,India,Eclairs,2/9/2022,4956.00,58,High,Other,6057.504253
Brien Boise,UK,Spicy Special Slims,5/25/2022,2352.00,58,High,Other,6057.504253
Oby Sorrel,Australia,Manuka Honey Choco,1/26/2022,3906.00,76,High,Other,6057.504253
Beverie Moffet,India,White Choc,7/4/2022,1813.00,296,High,Other,6057.504253
Ches Bonnell,India,Almond Choco,4/13/2022,11788.00,73,High,Other,6062.461636
Gigi Bohling,Australia,Smooth Sliky Salty,1/25/2022,5768.00,119,High,Other,6062.461636
Camilla Castle,USA,85% Dark Bars,4/25/2022,2401.00,78,High,Other,6062.461636
Camilla Castle,USA,Eclairs,6/10/2022,4515.00,392,High,Other,6063.141686
Madelene Upcott,New Zealand,White Choc,8/22/2022,10794.00,51,High,Other,6063.141686
Van Tuxwell,India,After Nines,6/27/2022,13706.00,207,High,Other,6063.141686
Husein Augar,India,Orange Choco,6/30/2022,4361.00,40,High,Other,6063.141686
Jehu Rudeforth,India,Almond Choco,8/30/2022,10122.00,100,High,Other,6063.141686
Karlen McCaffrey,Australia,Raspberry Choco,8/23/2022,994.00,57,High,Other,6063.141686
Camilla Castle,New Zealand,99% Dark & Pure,8/26/2022,2268.00,42,High,Other,6063.141686
Gigi Bohling,Australia,Orange Choco,3/9/2022,574.00,156,Medium,Other,6074.87581
Kelci Walkden,UK,Drinking Coco,4/20/2022,1792.00,23,High,Other,6074.87581
Mallorie Waber,Canada,Caramel Stuffed Bars,6/10/2022,4844.00,539,High,Other,6087.638863
Husein Augar,Australia,Organic Choco Syrup,2/8/2022,938.00,158,High,Other,6087.638863
Brien Boise,Australia,White Choc,8/25/2022,4879.00,22,High,Other,6087.638863
Dotty Strutley,India,Peanut Butter Cubes,2/16/2022,9107.00,73,High,Other,6099.614767
Dennison Crosswaite,UK,99% Dark & Pure,5/30/2022,12187.00,27,High,Other,6102.460023
Gigi Bohling,New Zealand,50% Dark Bites,6/29/2022,5670.00,64,High,Other,6102.460023
Gigi Bohling,USA,Milk Bars,6/16/2022,476.00,133,Low,Other,6102.460023
Brien Boise,UK,Caramel Stuffed Bars,3/4/2022,2681.00,149,High,Other,6102.460023
Curtice Advani,New Zealand,Peanut Butter Cubes,3/15/2022,1533.00,434,High,Other,6102.460023
Curtice Advani,New Zealand,50% Dark Bites,1/27/2022,9765.00,85,High,Other,6102.460023
Beverie Moffet,Canada,Drinking Coco,7/5/2022,994.00,118,High,Other,6102.460023
Barr Faughny,USA,Caramel Stuffed Bars,3/29/2022,3318.00,299,High,Other,6102.460023
Mallorie Waber,Canada,Almond Choco,5/12/2022,4214.00,35,High,Other,6102.460023
Oby Sorrel,USA,Drinking Coco,3/11/2022,7714.00,44,High,Other,6102.460023
Brien Boise,New Zealand,Eclairs,7/11/2022,4690.00,299,High,Other,6102.460023
Gunar Cockshoot,New Zealand,Choco Coated Almonds,8/1/2022,13062.00,62,High,Other,6102.460023
Gunar Cockshoot,UK,Spicy Special Slims,2/16/2022,12488.00,200,High,Other,6102.460023
Curtice Advani,USA,After Nines,4/13/2022,14147.00,235,High,Other,6102.460023
Oby Sorrel,India,Choco Coated Almonds,2/14/2022,49.00,363,Low,Other,6102.460023
Ches Bonnell,Australia,Peanut Butter Cubes,3/14/2022,10199.00,68,High,Other,6102.460023
Oby Sorrel,Australia,Spicy Special Slims,4/26/2022,11389.00,26,High,Other,6102.460023
Jehu Rudeforth,Canada,Manuka Honey Choco,4/5/2022,3584.00,200,High,Other,6092.888668
Camilla Castle,Canada,Drinking Coco,3/3/2022,12481.00,264,High,Other,6080.485597
Kaine Padly,USA,Spicy Special Slims,6/13/2022,2107.00,175,High,Other,6080.485597
Marney O'Breen,New Zealand,70% Dark Bites,2/14/2022,8603.00,352,High,Other,6080.485597
Roddy Speechley,New Zealand,99% Dark & Pure,4/18/2022,7483.00,183,High,Other,6080.485597
Oby Sorrel,New Zealand,85% Dark Bars,2/1/2022,3381.00,417,High,Other,6080.485597
Dotty Strutley,New Zealand,Orange Choco,8/4/2022,2030.00,146,High,Other,6080.485597
Andria Kimpton,New Zealand,Almond Choco,4/5/2022,6559.00,158,High,Other,6080.485597
Karlen McCaffrey,Australia,99% Dark & Pure,1/26/2022,10822.00,168,High,Other,6080.485597
Kaine Padly,UK,After Nines,1/21/2022,18697.00,176,High,Other,6080.485597
Kaine Padly,Canada,After Nines,8/22/2022,5845.00,172,High,Other,6069.355282
Kaine Padly,UK,Drinking Coco,1/27/2022,2317.00,224,High,Other,6069.355282
Rafaelita Blaksland,UK,50% Dark Bites,2/16/2022,10150.00,68,High,Other,6069.355282
Dotty Strutley,USA,Raspberry Choco,1/3/2022,3437.00,46,High,Other,6069.355282
Karlen McCaffrey,USA,White Choc,8/24/2022,4592.00,2,High,Other,6069.355282
Oby Sorrel,USA,Spicy Special Slims,2/7/2022,5691.00,417,High,Other,6069.355282
Mallorie Waber,Australia,Smooth Sliky Salty,2/11/2022,4158.00,109,High,Top Local,6069.355282
Kaine Padly,Canada,Organic Choco Syrup,3/29/2022,5684.00,81,High,Other,6069.355282
Marney O'Breen,USA,Peanut Butter Cubes,6/15/2022,693.00,350,Medium,Other,6073.852588
Dennison Crosswaite,UK,Smooth Sliky Salty,4/26/2022,546.00,142,Medium,Other,6073.852588
Brien Boise,Australia,Organic Choco Syrup,7/15/2022,4263.00,264,High,Other,6073.852588
Beverie Moffet,India,Organic Choco Syrup,6/23/2022,1036.00,20,High,Other,6073.852588
Dennison Crosswaite,Australia,Baker's Choco Chips,1/11/2022,13846.00,421,High,Other,6078.123467
Beverie Moffet,UK,50% Dark Bites,2/9/2022,2499.00,271,High,Other,6078.123467
Van Tuxwell,UK,Almond Choco,6/6/2022,10689.00,204,High,Other,6059.759693
Dotty Strutley,UK,Caramel Stuffed Bars,8/10/2022,5768.00,235,High,Other,6059.759693
Wilone O'Kielt,Australia,Smooth Sliky Salty,1/4/2022,2226.00,46,High,Other,6059.759693
Andria Kimpton,Canada,70% Dark Bites,4/8/2022,10262.00,15,High,Other,6059.759693
Barr Faughny,UK,Milk Bars,3/2/2022,3864.00,430,High,Other,6068.844431
Van Tuxwell,Canada,Drinking Coco,6/15/2022,4900.00,709,High,Other,6068.844431
Jehu Rudeforth,Australia,After Nines,2/14/2022,5250.00,47,High,Other,6068.844431
Husein Augar,UK,After Nines,7/5/2022,3507.00,380,High,Other,6068.844431
Barr Faughny,India,Mint Chip Choco,1/12/2022,7413.00,465,High,Other,6070.78943
Curtice Advani,India,Mint Chip Choco,3/3/2022,8155.00,96,High,Other,6070.78943
Jehu Rudeforth,New Zealand,Milk Bars,5/18/2022,2478.00,188,High,Other,6070.78943
Gunar Cockshoot,India,Caramel Stuffed Bars,7/28/2022,2471.00,202,High,Other,6070.78943
Curtice Advani,UK,Manuka Honey Choco,2/7/2022,1666.00,106,High,Other,6070.78943
Andria Kimpton,India,Orange Choco,5/30/2022,301.00,421,Low,Other,6070.78943
Mallorie Waber,Australia,Raspberry Choco,4/25/2022,8400.00,27,High,Top Local,6070.78943
Beverie Moffet,Canada,85% Dark Bars,2/16/2022,6139.00,45,High,Other,6070.78943
Kelci Walkden,Australia,Drinking Coco,5/4/2022,1288.00,60,High,Other,6065.24369
Van Tuxwell,Canada,70% Dark Bites,6/2/2022,7077.00,77,High,Other,6065.24369
Dennison Crosswaite,USA,Caramel Stuffed Bars,7/11/2022,2317.00,464,High,Other,6076.645227
Beverie Moffet,New Zealand,Spicy Special Slims,6/7/2022,63.00,60,Low,Other,6076.645227
Jan Morforth,UK,Almond Choco,7/6/2022,9744.00,157,High,Other,6076.645227
Husein Augar,India,Raspberry Choco,6/15/2022,9954.00,154,High,Other,6076.645227
Dotty Strutley,India,Mint Chip Choco,4/14/2022,1260.00,239,High,Other,6076.645227
Camilla Castle,India,Drinking Coco,8/8/2022,469.00,163,Low,Other,6076.645227
Marney O'Breen,UK,Drinking Coco,3/29/2022,973.00,28,High,Other,6076.645227
Roddy Speechley,Australia,Organic Choco Syrup,7/4/2022,3647.00,76,High,Other,6076.645227
Ches Bonnell,India,99% Dark & Pure,2/16/2022,455.00,96,Low,Other,6076.645227
Rafaelita Blaksland,Canada,Spicy Special Slims,5/2/2022,2520.00,156,High,Other,6082.457775
Van Tuxwell,India,Eclairs,7/21/2022,10500.00,106,High,Other,6082.457775
Gunar Cockshoot,Australia,99% Dark & Pure,8/18/2022,7952.00,235,High,Other,6082.457775
Kaine Padly,USA,85% Dark Bars,6/22/2022,483.00,259,Low,Other,6082.457775
Camilla Castle,UK,Peanut Butter Cubes,7/19/2022,4872.00,126,High,Other,6077.97446
Madelene Upcott,UK,Peanut Butter Cubes,8/12/2022,7756.00,85,High,Other,6077.97446
Madelene Upcott,USA,Choco Coated Almonds,6/7/2022,5446.00,132,High,Other,6077.97446
Marney O'Breen,Canada,Peanut Butter Cubes,3/8/2022,6594.00,91,High,Other,6077.97446
Ches Bonnell,Australia,Choco Coated Almonds,4/8/2022,1470.00,167,High,Other,6077.97446
Curtice Advani,Canada,Eclairs,5/6/2022,721.00,203,Medium,Other,6077.97446
Roddy Speechley,India,Drinking Coco,5/31/2022,4494.00,11,High,Other,6089.051322
Van Tuxwell,Australia,Mint Chip Choco,1/13/2022,2674.00,295,High,Other,6089.051322
Dennison Crosswaite,USA,70% Dark Bites,3/15/2022,658.00,77,Medium,Other,6089.051322
Andria Kimpton,Canada,Peanut Butter Cubes,2/16/2022,1127.00,319,High,Other,6097.280361
Gigi Bohling,USA,70% Dark Bites,1/14/2022,7364.00,196,High,Other,6097.280361
Rafaelita Blaksland,Australia,White Choc,3/21/2022,6818.00,102,High,Other,6097.280361
Roddy Speechley,Canada,Drinking Coco,5/17/2022,6776.00,312,High,Other,6097.280361
Camilla Castle,New Zealand,85% Dark Bars,8/8/2022,15099.00,55,High,Other,6095.539493
Madelene Upcott,Canada,Milk Bars,4/26/2022,3612.00,82,High,Other,6095.539493
Madelene Upcott,Australia,70% Dark Bites,4/15/2022,3710.00,260,High,Other,6095.539493
Oby Sorrel,Canada,Eclairs,5/19/2022,6111.00,591,High,Other,6095.539493
Dennison Crosswaite,Canada,Drinking Coco,1/10/2022,2702.00,24,High,Other,6101.315617
Mallorie Waber,New Zealand,After Nines,5/4/2022,483.00,228,Low,Other,6101.315617
Roddy Speechley,Canada,White Choc,4/5/2022,5887.00,268,High,Other,6101.315617
Andria Kimpton,India,After Nines,1/17/2022,952.00,68,High,Other,6101.315617
Roddy Speechley,India,Spicy Special Slims,3/22/2022,10647.00,173,High,Other,6101.315617
Dotty Strutley,Australia,White Choc,7/5/2022,6055.00,93,High,Other,6101.315617
Oby Sorrel,Canada,Orange Choco,4/27/2022,8757.00,338,High,Other,6101.315617
Kaine Padly,Canada,Almond Choco,8/12/2022,6055.00,73,High,Other,6101.428034
Jan Morforth,UK,Baker's Choco Chips,3/11/2022,721.00,251,Medium,Other,6101.428034
Jehu Rudeforth,UK,Fruit & Nut Bars,5/13/2022,8589.00,229,High,Other,6101.428034
Dennison Crosswaite,USA,Smooth Sliky Salty,5/12/2022,11781.00,91,High,Other,6101.428034
Brien Boise,USA,Raspberry Choco,1/12/2022,672.00,194,Medium,Other,6101.428034
Madelene Upcott,New Zealand,Milk Bars,3/29/2022,12558.00,403,High,Other,6101.428034
Roddy Speechley,India,50% Dark Bites,3/14/2022,8337.00,12,High,Other,6101.428034
Barr Faughny,New Zealand,99% Dark & Pure,5/24/2022,8134.00,195,High,Other,6101.428034
Dennison Crosswaite,Canada,Organic Choco Syrup,1/28/2022,8491.00,75,High,Other,6101.428034
Beverie Moffet,India,Almond Choco,5/24/2022,3066.00,96,High,Other,6101.428034
Brien Boise,Australia,Peanut Butter Cubes,8/19/2022,301.00,205,Low,Other,6101.428034
Karlen McCaffrey,Australia,Spicy Special Slims,5/17/2022,4410.00,323,High,Other,6101.428034
Jehu Rudeforth,USA,White Choc,6/7/2022,6559.00,119,High,Other,6115.540998
Ches Bonnell,Canada,Organic Choco Syrup,7/26/2022,574.00,217,Medium,Other,6119.700854
Dotty Strutley,India,Eclairs,7/28/2022,2086.00,384,High,Other,6119.700854
Karlen McCaffrey,India,70% Dark Bites,5/23/2022,5075.00,344,High,Other,6119.700854
Jehu Rudeforth,UK,Mint Chip Choco,1/4/2023,5902.13,178,High,Other,6119.700854
Van Tuxwell,India,85% Dark Bars,8/1/2023,8074.39,100,High,Other,6119.700854
Gigi Bohling,India,Peanut Butter Cubes,7/7/2023,4666.18,100,High,Other,6119.700854
Jan Morforth,Australia,Peanut Butter Cubes,4/27/2023,14103.40,350,High,Other,6119.700854
Jehu Rudeforth,UK,Peanut Butter Cubes,2/24/2023,14167.84,178,High,Other,6119.700854
Van Tuxwell,India,Smooth Sliky Salty,6/6/2023,5768.75,37,High,Other,6100.180807
Oby Sorrel,UK,99% Dark & Pure,1/25/2023,14673.20,175,High,Other,6100.180807
Gunar Cockshoot,Australia,After Nines,3/24/2023,3249.23,78,High,Other,6100.180807
Jehu Rudeforth,New Zealand,50% Dark Bites,4/20/2023,4526.24,64,High,Other,6100.180807
Brien Boise,Australia,99% Dark & Pure,7/4/2023,3166.56,98,High,Other,6107.168431
Rafaelita Blaksland,UK,Smooth Sliky Salty,1/13/2023,4866.39,65,High,Other,6107.168431
Barr Faughny,USA,Orange Choco,3/10/2023,4254.37,12,High,Other,6114.393514
Mallorie Waber,Canada,Eclairs,1/13/2023,1652.61,277,High,Other,6114.393514
Karlen McCaffrey,New Zealand,Drinking Coco,7/28/2023,171.49,163,Low,Other,6114.393514
Marney O'Breen,New Zealand,Peanut Butter Cubes,8/3/2023,8549.84,169,High,Other,6114.393514
Beverie Moffet,Australia,Organic Choco Syrup,1/26/2023,7807.74,355,High,Other,6114.393514
